sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
Who have those men revealed they helped?,Who have those men revealed who helped?,syntax,island_effects,wh_island,True,True,False,False,0,-48.13319778442383,-46.60218811035156,0
Who isn't Craig realizing he kisses?,Who isn't Craig realizing who kisses?,syntax,island_effects,wh_island,True,True,False,False,1,-58.583656311035156,-59.965919494628906,1
Who are those associations discovering they saw?,Who are those associations discovering who saw?,syntax,island_effects,wh_island,True,True,False,False,2,-51.227073669433594,-52.666236877441406,1
What wasn't Nicole discovering she climbed down?,What wasn't Nicole discovering who climbed down?,syntax,island_effects,wh_island,True,True,False,False,3,-63.664146423339844,-63.09492874145508,0
What could Alan discover he has run around?,What could Alan discover who has run around?,syntax,island_effects,wh_island,True,True,False,False,4,-59.21833801269531,-57.37864685058594,0
Who shouldn't Andrew find out he was embarrassing?,Who shouldn't Andrew find out what was embarrassing?,syntax,island_effects,wh_island,True,True,False,False,5,-60.44167709350586,-55.99542999267578,0
What was this woman revealing she would examine?,What was this woman revealing who would examine?,syntax,island_effects,wh_island,True,True,False,False,6,-58.47120666503906,-59.18891143798828,1
What didn't Edward conceal he hasn't noticed?,What didn't Edward conceal who hasn't noticed?,syntax,island_effects,wh_island,True,True,False,False,7,-61.83831787109375,-60.266212463378906,0
Who hadn't Tanya known she hadn't visited?,Who hadn't Tanya known who hadn't visited?,syntax,island_effects,wh_island,True,True,False,False,8,-69.99533081054688,-72.67416381835938,1
Who wasn't Teresa forgetting she sees?,Who wasn't Teresa forgetting who sees?,syntax,island_effects,wh_island,True,True,False,False,9,-56.38791275024414,-56.751060485839844,1
Who can't Douglas realize he had investigated?,Who can't Douglas realize who had investigated?,syntax,island_effects,wh_island,True,True,False,False,10,-57.19792556762695,-56.10227966308594,0
What had the museums learned they weren't skated around?,What had the museums learned who weren't skated around?,syntax,island_effects,wh_island,True,True,False,False,11,-70.23329162597656,-72.83829498291016,1
Who haven't these associations discovered they could annoy?,Who haven't these associations discovered what could annoy?,syntax,island_effects,wh_island,True,True,False,False,12,-63.614505767822266,-66.35223388671875,1
Who can't some universities forget they aggravated?,Who can't some universities forget what aggravated?,syntax,island_effects,wh_island,True,True,False,False,13,-63.39680480957031,-65.83561706542969,1
What shouldn't these guys remember they are climbing down?,What shouldn't these guys remember what are climbing down?,syntax,island_effects,wh_island,True,True,False,False,14,-56.54950714111328,-57.399261474609375,1
Who shouldn't Janet know she doesn't reveal?,Who shouldn't Janet know who doesn't reveal?,syntax,island_effects,wh_island,True,True,False,False,15,-58.2994384765625,-55.981529235839844,0
What is Connie remembering she can't see?,What is Connie remembering who can't see?,syntax,island_effects,wh_island,True,True,False,False,16,-47.52039337158203,-48.789302825927734,1
What was this actor figuring out she is scanning?,What was this actor figuring out who is scanning?,syntax,island_effects,wh_island,True,True,False,False,17,-65.33609008789062,-64.10269165039062,0
What isn't Dawn revealing she couldn't complain about?,What isn't Dawn revealing who couldn't complain about?,syntax,island_effects,wh_island,True,True,False,False,18,-67.86653900146484,-67.6444091796875,0
Who couldn't Helen conceal she shouldn't leave?,Who couldn't Helen conceal who shouldn't leave?,syntax,island_effects,wh_island,True,True,False,False,19,-63.89720916748047,-63.21814727783203,0
What hadn't Pamela investigated she admired?,What hadn't Pamela investigated who admired?,syntax,island_effects,wh_island,True,True,False,False,20,-66.75254821777344,-67.12688446044922,1
Who wasn't Margaret figuring out she questioned?,Who wasn't Margaret figuring out who questioned?,syntax,island_effects,wh_island,True,True,False,False,21,-60.35517120361328,-58.616065979003906,0
Who would that senator realize she was listening to?,Who would that senator realize who was listening to?,syntax,island_effects,wh_island,True,True,False,False,22,-56.64631652832031,-56.52229690551758,0
Who should Rhonda find out she hugs?,Who should Rhonda find out who hugs?,syntax,island_effects,wh_island,True,True,False,False,23,-71.92100524902344,-69.1346206665039,0
What isn't Keith remembering he hasn't cleaned?,What isn't Keith remembering who hasn't cleaned?,syntax,island_effects,wh_island,True,True,False,False,24,-65.28462982177734,-64.66792297363281,0
Who hasn't Ann known she works with?,Who hasn't Ann known who works with?,syntax,island_effects,wh_island,True,True,False,False,25,-49.832664489746094,-51.14937973022461,1
What was Candice finding out she will mess up?,What was Candice finding out who will mess up?,syntax,island_effects,wh_island,True,True,False,False,26,-72.70951843261719,-68.58573913574219,0
What was Linda concealing she hadn't fixed?,What was Linda concealing who hadn't fixed?,syntax,island_effects,wh_island,True,True,False,False,27,-70.54630279541016,-71.27728271484375,1
Who were the boys revealing they wouldn't impress?,Who were the boys revealing who wouldn't impress?,syntax,island_effects,wh_island,True,True,False,False,28,-57.824039459228516,-59.47084045410156,1
Who hasn't Emily known she won't forget?,Who hasn't Emily known who won't forget?,syntax,island_effects,wh_island,True,True,False,False,29,-55.95273971557617,-59.128639221191406,1
What could Amelia figure out she has left?,What could Amelia figure out who has left?,syntax,island_effects,wh_island,True,True,False,False,30,-60.07644271850586,-55.65317153930664,0
Who won't Barbara investigate she had stunned?,Who won't Barbara investigate what had stunned?,syntax,island_effects,wh_island,True,True,False,False,31,-62.5456428527832,-61.98040008544922,0
Who wouldn't Randolf learn he revealed?,Who wouldn't Randolf learn who revealed?,syntax,island_effects,wh_island,True,True,False,False,32,-67.6857681274414,-65.48597717285156,0
Who does Chad remember he did talk to?,Who does Chad remember who did talk to?,syntax,island_effects,wh_island,True,True,False,False,33,-51.695011138916016,-52.11846160888672,1
Who hadn't Deborah revealed she can scare?,Who hadn't Deborah revealed what can scare?,syntax,island_effects,wh_island,True,True,False,False,34,-62.85126876831055,-61.79521560668945,0
What hadn't Victoria learned she runs around?,What hadn't Victoria learned who runs around?,syntax,island_effects,wh_island,True,True,False,False,35,-59.54014205932617,-55.563079833984375,0
Who is Caroline learning she should cure?,Who is Caroline learning who should cure?,syntax,island_effects,wh_island,True,True,False,False,36,-51.929100036621094,-52.49718475341797,1
What hasn't Eric discovered he is bringing?,What hasn't Eric discovered who is bringing?,syntax,island_effects,wh_island,True,True,False,False,37,-53.0279655456543,-52.816558837890625,0
What hasn't Carlos concealed he buys?,What hasn't Carlos concealed who buys?,syntax,island_effects,wh_island,True,True,False,False,38,-66.91487121582031,-67.35820007324219,1
What would Allison know she didn't drop by?,What would Allison know who didn't drop by?,syntax,island_effects,wh_island,True,True,False,False,39,-61.853721618652344,-60.52963638305664,0
Who hasn't Kristin learned she can care for?,Who hasn't Kristin learned who can care for?,syntax,island_effects,wh_island,True,True,False,False,40,-66.1042709350586,-66.29303741455078,1
Who had Eric found out he astounded?,Who had Eric found out who astounded?,syntax,island_effects,wh_island,True,True,False,False,41,-59.588199615478516,-57.58036804199219,0
What have a lot of cashiers concealed they found?,What have a lot of cashiers concealed who found?,syntax,island_effects,wh_island,True,True,False,False,42,-67.34197998046875,-69.28711700439453,1
What does Regina figure out she wasn't breaking?,What does Regina figure out who wasn't breaking?,syntax,island_effects,wh_island,True,True,False,False,43,-61.04685974121094,-58.789669036865234,0
What did Gregory investigate he couldn't walk through?,What did Gregory investigate who couldn't walk through?,syntax,island_effects,wh_island,True,True,False,False,44,-58.90508270263672,-62.45262145996094,1
What can't Diane find out she isn't wearing?,What can't Diane find out who isn't wearing?,syntax,island_effects,wh_island,True,True,False,False,45,-69.14510345458984,-64.71260833740234,0
What has Florence revealed she drops by?,What has Florence revealed who drops by?,syntax,island_effects,wh_island,True,True,False,False,46,-56.92637634277344,-57.21327590942383,1
What wasn't a teacher finding out she climbs down?,What wasn't a teacher finding out who climbs down?,syntax,island_effects,wh_island,True,True,False,False,47,-63.71296310424805,-60.154014587402344,0
Who doesn't Sarah learn she was attacking?,Who doesn't Sarah learn who was attacking?,syntax,island_effects,wh_island,True,True,False,False,48,-51.698673248291016,-50.64881896972656,0
Who wasn't Becca revealing she kisses?,Who wasn't Becca revealing who kisses?,syntax,island_effects,wh_island,True,True,False,False,49,-69.22080993652344,-69.88290405273438,1
Who couldn't many students forget they weren't concealing?,Who couldn't many students forget who weren't concealing?,syntax,island_effects,wh_island,True,True,False,False,50,-75.56439208984375,-78.78438568115234,1
What can Sandra figure out she can't notice?,What can Sandra figure out who can't notice?,syntax,island_effects,wh_island,True,True,False,False,51,-57.45930480957031,-54.77714157104492,0
Who does Lisa realize she hasn't aggravated?,Who does Lisa realize what hasn't aggravated?,syntax,island_effects,wh_island,True,True,False,False,52,-59.82163619995117,-61.04389572143555,1
Who has Linda forgotten she helps?,Who has Linda forgotten who helps?,syntax,island_effects,wh_island,True,True,False,False,53,-46.99623107910156,-44.43309020996094,0
What wasn't Mitchell figuring out he arrives at?,What wasn't Mitchell figuring out who arrives at?,syntax,island_effects,wh_island,True,True,False,False,54,-66.73895263671875,-65.99484252929688,0
What have these universities figured out they had disliked?,What have these universities figured out who had disliked?,syntax,island_effects,wh_island,True,True,False,False,55,-62.90965270996094,-62.77632141113281,0
Who would Martin remember he isn't impressing?,Who would Martin remember who isn't impressing?,syntax,island_effects,wh_island,True,True,False,False,56,-65.96826934814453,-65.44200134277344,0
Who could Vanessa remember she isn't curing?,Who could Vanessa remember who isn't curing?,syntax,island_effects,wh_island,True,True,False,False,57,-62.26093673706055,-59.65559387207031,0
