sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
Patricia had changed.,Patricia had forgotten.,syntax,argument_structure,inchoative,True,False,False,False,0,-23.5473690032959,-25.27963638305664,1
A lot of closets could fling open.,A lot of closets could buy.,syntax,argument_structure,inchoative,True,False,False,False,1,-67.03677368164062,-51.2073860168457,0
All pants loosen.,All pants brought.,syntax,argument_structure,inchoative,True,False,False,False,2,-28.294227600097656,-25.089160919189453,0
Many glasses aren't warping.,Many glasses aren't messing up.,syntax,argument_structure,inchoative,True,False,False,False,3,-43.592891693115234,-30.780696868896484,0
A screen was fading.,A screen was cleaning.,syntax,argument_structure,inchoative,True,False,False,False,4,-42.50752639770508,-42.81018829345703,1
Every mountain sells.,Every mountain climbs down.,syntax,argument_structure,inchoative,True,False,False,False,5,-23.645933151245117,-26.342252731323242,1
All rivers can't melt.,All rivers can't reveal.,syntax,argument_structure,inchoative,True,False,False,False,6,-25.535266876220703,-27.098342895507812,1
That skirt isn't unfolding.,That skirt isn't cleaning.,syntax,argument_structure,inchoative,True,False,False,False,7,-38.45194625854492,-35.558502197265625,0
That shawl shrank.,That shawl reveals.,syntax,argument_structure,inchoative,True,False,False,False,8,-47.53429412841797,-40.924949645996094,0
Those bananas are ripening.,Those bananas are cleaning.,syntax,argument_structure,inchoative,True,False,False,False,9,-35.15563201904297,-25.901012420654297,0
A lot of chairs shattered.,A lot of chairs found.,syntax,argument_structure,inchoative,True,False,False,False,10,-42.797916412353516,-39.53920364379883,0
These carriages have maneuvered.,These carriages have looked like.,syntax,argument_structure,inchoative,True,False,False,False,11,-55.08570861816406,-35.76558303833008,0
Clyde's oncologists weren't reuniting.,Clyde's oncologists weren't boring.,syntax,argument_structure,inchoative,True,False,False,False,12,-100.23492431640625,-85.65218353271484,0
Benjamin's tutors spin around.,Benjamin's tutors respect.,syntax,argument_structure,inchoative,True,False,False,False,13,-55.012420654296875,-48.44298553466797,0
The sock isn't flattening.,The sock isn't wearing.,syntax,argument_structure,inchoative,True,False,False,False,14,-45.20671844482422,-32.609291076660156,0
This candle did dim.,This candle did look like.,syntax,argument_structure,inchoative,True,False,False,False,15,-36.12920379638672,-33.82154083251953,0
Rivers vaporized.,Rivers pass.,syntax,argument_structure,inchoative,True,False,False,False,16,-39.00547409057617,-29.83793830871582,0
Boys weren't assembling.,Boys weren't leaving.,syntax,argument_structure,inchoative,True,False,False,False,17,-42.42863845825195,-35.53355407714844,0
Planes accelerate.,Planes had.,syntax,argument_structure,inchoative,True,False,False,False,18,-27.496129989624023,-21.751983642578125,0
Many carriages slow.,Many carriages admire.,syntax,argument_structure,inchoative,True,False,False,False,19,-33.21492004394531,-34.85187530517578,1
Diane's granddaughters weren't worrying.,Diane's granddaughters weren't looking like.,syntax,argument_structure,inchoative,True,False,False,False,20,-71.65132141113281,-75.17002868652344,1
Some feet chip.,Some feet have.,syntax,argument_structure,inchoative,True,False,False,False,21,-24.368255615234375,-17.5250186920166,0
A lot of bananas baked.,A lot of bananas brought.,syntax,argument_structure,inchoative,True,False,False,False,22,-43.25365447998047,-41.28913497924805,0
Dennis didn't sit down.,Dennis didn't kiss.,syntax,argument_structure,inchoative,True,False,False,False,23,-33.770137786865234,-36.85018539428711,1
Most glaciers freeze.,Most glaciers look like.,syntax,argument_structure,inchoative,True,False,False,False,24,-30.079864501953125,-32.139129638671875,1
The bicycle wasn't slowing.,The bicycle wasn't revealing.,syntax,argument_structure,inchoative,True,False,False,False,25,-34.126625061035156,-34.073707580566406,0
Most children move.,Most children looked like.,syntax,argument_structure,inchoative,True,False,False,False,26,-17.77527618408203,-24.136188507080078,1
Ella's grandfathers hurt.,Ella's grandfathers reference.,syntax,argument_structure,inchoative,True,False,False,False,27,-45.35845947265625,-51.249210357666016,1
That sweater twirls.,That sweater took.,syntax,argument_structure,inchoative,True,False,False,False,28,-42.879180908203125,-27.134920120239258,0
A hat folds.,A hat saw.,syntax,argument_structure,inchoative,True,False,False,False,29,-34.89554977416992,-34.80183792114258,0
Some bicycle maneuvers.,Some bicycle had.,syntax,argument_structure,inchoative,True,False,False,False,30,-31.957061767578125,-21.76626205444336,0
A bicycle stopped.,A bicycle liked.,syntax,argument_structure,inchoative,True,False,False,False,31,-31.864830017089844,-34.21884536743164,1
What wrinkles.,What arrives at.,syntax,argument_structure,inchoative,True,False,False,False,32,-19.688941955566406,-20.88886833190918,1
All scarves fold.,All scarves admired.,syntax,argument_structure,inchoative,True,False,False,False,33,-33.896263122558594,-33.33993911743164,0
Many gloves twirl.,Many gloves revealed.,syntax,argument_structure,inchoative,True,False,False,False,34,-33.91040802001953,-25.666332244873047,0
Some river vaporizes.,Some river cleaned.,syntax,argument_structure,inchoative,True,False,False,False,35,-35.235137939453125,-26.400249481201172,0
Every father of Randolf hides.,Every father of Randolf aggravated.,syntax,argument_structure,inchoative,True,False,False,False,36,-51.02281188964844,-57.702606201171875,1
A lot of carts had slowed.,A lot of carts had looked like.,syntax,argument_structure,inchoative,True,False,False,False,37,-53.556434631347656,-53.42750549316406,0
This truck slowed.,This truck cleans.,syntax,argument_structure,inchoative,True,False,False,False,38,-24.92856788635254,-23.40097427368164,0
Some windows have flung open.,Some windows have seen.,syntax,argument_structure,inchoative,True,False,False,False,39,-39.220672607421875,-22.606199264526367,0
A coat hadn't shrunk.,A coat hadn't worn.,syntax,argument_structure,inchoative,True,False,False,False,40,-45.88420486450195,-42.73264694213867,0
Danielle's supervisor worries.,Danielle's supervisor astounded.,syntax,argument_structure,inchoative,True,False,False,False,41,-37.72808837890625,-47.436622619628906,1
The sock soaked.,The sock cleaned.,syntax,argument_structure,inchoative,True,False,False,False,42,-26.452247619628906,-25.80034637451172,0
Every candle dims.,Every candle lifted.,syntax,argument_structure,inchoative,True,False,False,False,43,-31.425254821777344,-26.62794303894043,0
The cashier's bosses worried.,The cashier's bosses aggravated.,syntax,argument_structure,inchoative,True,False,False,False,44,-50.79794692993164,-59.584617614746094,1
Those gloves had flattened.,Those gloves had looked like.,syntax,argument_structure,inchoative,True,False,False,False,45,-34.333866119384766,-33.96832275390625,0
A jacket shrank.,A jacket cleaned.,syntax,argument_structure,inchoative,True,False,False,False,46,-41.34664535522461,-35.066627502441406,0
Adam isn't healing.,Adam isn't concealing.,syntax,argument_structure,inchoative,True,False,False,False,47,-21.105792999267578,-33.146854400634766,1
That carriage chipped.,That carriage looked like.,syntax,argument_structure,inchoative,True,False,False,False,48,-34.12723159790039,-30.36464500427246,0
That vase couldn't chip.,That vase couldn't buy.,syntax,argument_structure,inchoative,True,False,False,False,49,-43.61553192138672,-38.388484954833984,0
Most coats didn't tighten.,Most coats didn't reveal.,syntax,argument_structure,inchoative,True,False,False,False,50,-33.537200927734375,-33.07615280151367,0
Those nephews of Alan marry.,Those nephews of Alan disturbed.,syntax,argument_structure,inchoative,True,False,False,False,51,-45.600677490234375,-46.667396545410156,1
